 qualifications ,  자격요건
 receipt ,"  영수증, 수령"
 deliberation,  심사숙고
 enrollment,  등록
 protection,  보호
 dependable ,  믿을 만한
 publicity,"  알림, 홍보"
 enjoyable,  즐길만한
 faculty,  결함있는
 assess,  평가하다
 creatively,  창조적으로
 transition,"  전환, 변화"
 responsibility,"  책임, 업무"
 continuity,  지속성
 reimbursement,  정산
 rejection,  거절
 remarks,  발표
 perfect,  완벽한
 retirement,  은퇴
 store,"  보관하다,   가게"
 statistics,"  통계치, 통계학"
 savings,"  절약금액, 저축"
 conditional,  조건부의
 source,  원천
 difficult,  어려운
 eloquent,  유창한
 ideal,  이상적인
 paintings,  그림
 report to ,  -에 보고하다
 posters,  포스터
 patrons,  단골손님 
 persistence,"  고집, 지속성"
 interpret,  통역하다
 relieve,  완화시키다
 incur,  발생시키다
 omit,"  빠뜨리다, 누락하다"
 own,"  소유하다,   자신의"
 honor,"  인정하다, 기념하다,   기념"
 guarantee,"  보장하다,   보장"
 graduate,"  졸업생,   졸업하다"
 gauge,  측정하다
 realize,  깨닫다
 impose ,  부과하다
 import,  수입하다
 implications,"  함축, 내포"
 eliminate,  제거하다
 compile,  편집하다
 incorporation,"  혼합(물), 회사"
 hesitant,  주저하는
 retire from,  은퇴하다
 express,  표현하다
 spending,  소비
 agreement,  합의(서)
 legal,  법적인
 coordination,  조정
 explanation,  설명
 allowance,  수당
 decisiveness,  결단력
 intently,  주의깊게
 thrive,  번영하다
 manageable,  관리할 만한
 at the same time,  동시에
 no more than,  최대
 complicated,  복잡한
 preferably,  가급적이면
 deeply,  마음속 깊이
 investigation,  조사
 install,  설치하다
 division,  부서
 extensively,  광범위하게
 friendly,  친절하게
 illustrate,"  삽화를 그리다, 설명하다"
 delegation,"  위임, 파견단"
 utilize,  활용하다
 vacate,  비우다
 externally,  외부에서
 waive,  포기하다
 calculations,  계산(자료)
 investigate,  조사하다
 justification,"  합리화, 정당한 근거"
 hopeful,  희망적인
 protect,  보호하다
 evaluate,  평가하다
 engagement,  약속
 payment,  지불(액)
 smoothly,  부드럽게
 payable,  지불가능한
 persistent,  지속적인
 collect,  수집하다
 anything,대  어떠한 것
 pleasant,  유쾌한
 production,  생산(량)
 punctual,  시간을 엄수하는
 preventable,  예방가능한
 cooperatively,  협력해서
 supplement,"  보충물,   보충하다"
 force,"  그룹, 팀,   강요하다"
 agree upon,  -에 동의하다
 rigorous,  엄격한
 discussion,  토론
 personally,  개인적으로
 sensitive,  민감한
 short,  짧은 
 difference,  차이점
 precise,  정밀한
 regulate,  규제하다
 activity,  활동
 sole,  유일한
 storage,  저장
 escort,  모시다
 committee,  위원회
 stimulate,  자극하다
 accounting,"  회계학, 회계부서"
 independently,  독립적으로
 negotiate,  협상하다
 funtionality,  기능성
 after that,  그 이후로
 patience,  인내
 calmly,  침착하게
 adjustment,  조절
 inexperienced,  미숙한
 collaboratively,  협력해서
 If possible,  가능하다면
 commonly,  일상적으로
 comprehensively,  종합적으로
 confidently, 확신을 가지고
 differ from,  -와 다르다
 collaborate with,  -와 협력하다
 minimize,  최소화하다
 maximize,  최대화하다
 expressly,  명백히
 major,  주요한
 financially,  재무적으로
 ideally,"  이상적으로, 가급적이면"
 mention,  언급하다
 historically,  역사적으로
 technically,  기술적으로
 exclude,  배제하다
 slightly,  다소
 entry,"  출품작, 참가자"
 reportedly,  소문에 의하면
 locally,  지역에서
 duration ,  (지속)기간
 add,  추가하다
 professionalism,  프로의식
 repetition,  반복
 partly,  부분적으로
 consolidation,  통합
 at present,  현재에
 at the latest,  늦어도
 annually,  일년에 한번씩
 predictable,  예측가능한
 audit,"  회계감사,   회계감사하다"
 preservation,  보존
 provider,  제공업체
 similarly,  유사하게
 skillfully,  능숙하게
 carry out,  실행하다
 reductions,  감축 
 positively,  긍정적으로
 distractions,  (정신)산만
 particularly,  특히
 patiently,  끈기있게
 disruption,  중단
 prominently,  현저하게
 costly,  값비싼
 after this,  이후로
 randomly,  무작위로
 customize,  맞춤제작하다
 visually,  시각적으로
 suit,  맞추다
 reliance,"  의존, 의지"
 sustainably,  지속가능하게
 generate,"  생성하다, 만들다"
 affordability,  (가격)적절성
 occasional,  이따금씩의
 stress,  강조하다
 impression,  감동 인상
 earn,"  (돈,인기를) 벌다"
 continual ,  지속적인
 enroll in ,  -에 등록하다
 accumulation,  축적
 appraise,  평가하다
 hire,  고용하다
 unfavorably,  비우호적으로
 supporter,  후원자
 supplementary,  보충의
 unveil,  발표하다
 mostly,  주로
 proposal,  제안(서)
 transform,  변형시키다
 enviable,  부러워할 만한
 initiate,  개시하다
 operational,  운영중인
 narrow,  비좁은
 enforce,"  강화하다, 집행하다"
 unusually,  평소와 다르게
 pricing,  가격 책정
 nomination,  후보지명
 ambitious,  야망있는
 opposite,  맞은편에
 enhancement,"  향상, 개선"
 finance,"  자금 조달하다,   재정"
 specifics,"  세부사항, 스펙"
 possibility,  가능성
 affiliate,"  제휴업체,   제휴하다"
 accommodation,  숙박업소
 electronically,  온라인으로
 compare,  비교하다
 property,  부동산
 resignation,  사임
 examine,  진단하다
 abruptly,  갑자기
 argument,  주장
 sensible,  현명한
 reschedule,  일정을 새로잡다
 coincide with,  -와 우연히 일치하다
 exclusive,  독점적인
 mandatory,  의무적인
 safely,  안전하게
 acceptable,  받아들일 만한
 allot,  할당하다
 strategy,  전략
 assuming that,  -를 고려하면
 voluntary,  자발적인 
 label,"  라벨,   라벨을 붙이다"
 sometimes,  가끔
 overall,"  전반적인,   전반적으로"
 happen,  발생하다
 withstand,  견디다
 structure,  구조물
 outside,  외부에
 certificates,  자격증
 in front of,  앞에
 reject,  거부하다
 wise,  현명한
 climb,  오르다
 judging from,  -로 판단하건대
 colleague,  동료
 constructive,  건설적인
 necessity,  필수업무
 unusual,  평소와 다른
 leave,"  내버려두다, 떠나다"
 similar,  유사한
 achieve,  성취하다
 factor,  요소
